"incident_id","operation_name","incident_title","date","incident_type","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","target_type","platform_or_unit","result_outcome","tags","source_type","is_retaliation","is_covert","is_first_use","disputed"
"tw-20250617142002-iran-unk","Independent Actions","CNN reports that President Trump is 'increasingly warm to using US military to…","Jun 17, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","CNN reports that President Trump is 'increasingly warm to using US military to strike in Iran'","Naval facility","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617145002-tel-aviv-iranre","Iran Retaliation","Iran launched around 20 missiles in latest wave","Jun 17, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.08","34.78","Tel Aviv","","Iran launched around 20 missiles in latest wave, blasts heard in Tel Aviv area.","Air defense / TEL","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;MISSILE;TEL-AVIV","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617145003-israel-iranre","Iran Retaliation","Iran launches new wave of missiles at Israel","Jun 17, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new wave of missiles at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617145003-iran-unk","Independent Actions","France's president Macron says seeking Iranian regime change through military…","Jun 17, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","France's president Macron says seeking Iranian regime change through military means 'would lead to chaos'","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617150001-israel-unk","Independent Actions","Blasts heard in northern and central Israel","Jun 17, 2025","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Blasts heard in northern and central Israel","Military target","","","IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617150001-israel-unk-1","Independent Actions","Iran's missile launch toward Israel has ended","Jun 17, 2025","strike","missile","FALSE","","","","","31.5","34.9","Israel","","Iran's missile launch toward Israel has ended","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617152002-tehran-unk","Independent Actions","Blasts heard in Tehran","Jun 17, 2025","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Blasts heard in Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617153003-iran-iranre","Iran Retaliation","Iran launches additional missiles","Jun 17, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Iran launches additional missiles","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617155002-tehran-unk","Independent Actions","Israeli military issues evacuation notice for part of Tehran","Jun 17, 2025","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Israeli military issues evacuation notice for part of Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617162004-tehran-opepic","Op. Epic Fury","Very large blasts in Tehran amid Israeli strikes","Jun 17, 2025","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","35.69","51.39","Tehran","","Very large blasts in Tehran amid Israeli strikes","Military target","","","IR;OP-EPIC-FURY;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617163003-tehran-unk","Independent Actions","Israeli military says it has begun a wave of attacks on Tehran","Jun 17, 2025","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Israeli military says it has begun a wave of attacks on Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617165002-tehran-unk","Independent Actions","Israeli military is bombing refineries and oil depots near Tehran","Jun 17, 2025","economic","fighter","FALSE","","","","","35.69","51.39","Tehran","","Israeli military is bombing refineries and oil depots near Tehran","Energy infrastructure","Multi-role Fighter Aircraft","","FIGHTER;IR;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617165002-iran-12dayw","12-Day War (IDF)","Israeli military has bombed an Iranian missile production facility","Jun 17, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli military has bombed an Iranian missile production facility","Area / Infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617171003-israel-unk","Independent Actions","Iran's Revolutionary Guards claims missiles have enabled them to establish…","Jun 17, 2025","strike","missile","FALSE","","","","","31.5","34.9","Israel","","Iran's Revolutionary Guards claims missiles have enabled them to establish control over Israeli airspace","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617173001-pakistan-unk","Independent Actions","President Trump is set to have lunch with Pakistan's military chief tomorrow","Jun 17, 2025","strike","strike","FALSE","","","","","30.0","69.0","Pakistan","","President Trump is set to have lunch with Pakistan's military chief tomorrow","Military target","","","PAKISTAN;PK;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617174002-iran-unk","Independent Actions","Iran says it has used a hypersonic missile in one of its attacks","Jun 17, 2025","strike","missile","FALSE","","","","","32.0","53.0","Iran","","Iran says it has used a hypersonic missile in one of its attacks","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617181001-tehran-opepic","Op. Epic Fury","Renewed Israeli strikes on Tehran","Jun 17, 2025","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","35.69","51.39","Tehran","","Renewed Israeli strikes on Tehran","Military target","","","IR;OP-EPIC-FURY;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617184002-israel-12dayw","12-Day War (IDF)","US Senator Ted Cruz says that Israel is doing 'an enormous favor to the United…","Jun 17, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","US Senator Ted Cruz says that Israel is doing 'an enormous favor to the United States right now' by conducting strikes on Iran","Military target","","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617184002-tehran-unk","Independent Actions","Massive blasts in eastern parts of Tehran","Jun 17, 2025","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Massive blasts in eastern parts of Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617190002-iran-12dayw","12-Day War (IDF)","Israel strikes university campus linked to the Iranian Revolutionary Guards","Jun 17, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israel strikes university campus linked to the Iranian Revolutionary Guards","Military target","","","12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617195002-israel-12dayw","12-Day War (IDF)","The Washington Post reports that without US resupplies","Jun 17, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","The Washington Post reports that without US resupplies, 'some assessments project Israel can maintain its missile defense for 10 or 12 more days', but that the 'the intensity of Iran’s barrages appear","Naval facility","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IL;ISRAEL;MISSILE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617210002-iran-12dayw","12-Day War (IDF)","Israel says 440 Iranian missiles have been fired so far","Jun 17, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israel says 440 Iranian missiles have been fired so far, causing a toll of 24 dead and over 1300 injuries.","Area / Infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250617214001-israel-12dayw","12-Day War (IDF)","Israeli military says over 50 fighter jets conducted strikes on targets in Iran…","Jun 17, 2025","strike","fighter","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military says over 50 fighter jets conducted strikes on targets in Iran overnight","Military target","Multi-role Fighter Aircraft","","12-DAY-WAR-(IDF);FIGHTER;IL;IRAN;ISRAEL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618002002-isfahan-12dayw","12-Day War (IDF)","Israeli Hermes 900 drone shot down in Isfahan","Jun 18, 2025","economic","drone","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.66","51.68","Isfahan","","Israeli Hermes 900 drone shot down in Isfahan, Iran","Drone / UAV","UAV / Drone","","12-DAY-WAR-(IDF);DRONE;IR;IRAN;ISFAHAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618043009-iran-unk","Independent Actions","Iran's Supreme Leader says there will be 'irreparable harm' if the US joins…","Jun 18, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iran's Supreme Leader says there will be 'irreparable harm' if the US joins military action against his country","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618081002-tehran-unk","Independent Actions","Loud blasts head in central Tehran","Jun 18, 2025","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Loud blasts head in central Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618092004-netanya-12dayw","12-Day War (IDF)","Israeli opposition leader Yair Lapid says that Netanyahu 'did the right thing' by…","Jun 18, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.33","34.86","Netanya","","Israeli opposition leader Yair Lapid says that Netanyahu 'did the right thing' by starting strikes on Iran","Military target","","","12-DAY-WAR-(IDF);IL;IRAN;NETANYA;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618094002-iran-iranre","Iran Retaliation","Iran launches new wave of ballistic missiles","Jun 18, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Iran launches new wave of ballistic missiles","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618095005-tel-aviv-unk","Independent Actions","Sirens sound in Tel Aviv amid new Iranian missile attack","Jun 18, 2025","strike","missile","FALSE","","","","","32.08","34.78","Tel Aviv","","Sirens sound in Tel Aviv amid new Iranian missile attack","Air defense / TEL","Ballistic / Cruise Missile","","IL;MISSILE;TEL-AVIV","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618095005-iran-12dayw","12-Day War (IDF)","Israeli media reports that Iranian missiles have all been intercepted","Jun 18, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli media reports that Iranian missiles have all been intercepted, no further immediate threat.","Naval facility","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618095006-iran-unk","Independent Actions","Iranian official says American entry into the war will lead Hezbollah to take action","Jun 18, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian official says American entry into the war will lead Hezbollah to take action","Military target","","","HEZBOLLAH;IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618103002-iran-unk","Independent Actions","CNN polling shows 83% of Republicans and 79% of Democrats are opposed to Iran…","Jun 18, 2025","strike","nuclear","FALSE","","","","","32.0","53.0","Iran","","CNN polling shows 83% of Republicans and 79% of Democrats are opposed to Iran obtaining nuclear weapons","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618124001-iran-unk","Independent Actions","President Trump says 'we are not looking for a ceasefire","Jun 18, 2025","strike","nuclear","FALSE","","","","","32.0","53.0","Iran","","President Trump says 'we are not looking for a ceasefire. We are looking for a total victory. Meaning no nuclear weapon for Iran'","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618125002-pakistan-unk","Independent Actions","President Trump says he spoke with Pakistan's military chief Asin Munir regarding…","Jun 18, 2025","strike","strike","FALSE","","","","","30.0","69.0","Pakistan","","President Trump says he spoke with Pakistan's military chief Asin Munir regarding Iran during their meeting at the White House","Military target","","","IRAN;PAKISTAN;PK;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618130004-iran-unk","Independent Actions","UK Prime Minister Starmer put his cabinet on alert for a possible US attack on Iran","Jun 18, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","UK Prime Minister Starmer put his cabinet on alert for a possible US attack on Iran","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618132003-iran-unk","Independent Actions","Trump says he believes Iran was a 'few weeks away' from a nuclear weapon","Jun 18, 2025","strike","nuclear","FALSE","","","","","32.0","53.0","Iran","","Trump says he believes Iran was a 'few weeks away' from a nuclear weapon","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618133003-iran-12dayw","12-Day War (IDF)","BREARKING: Israeli military says it has conducted 20 raids on Iranian weapon…","Jun 18, 2025","strike","special_ops","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","BREARKING: Israeli military says it has conducted 20 raids on Iranian weapon production facilities","Military target","","","12-DAY-WAR-(IDF);IR;IRAN;SPECIAL_OPS","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618141003-iran-iranre","Iran Retaliation","Iranian launches new wave of missiles at Israel","Jun 18, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Iranian launches new wave of missiles at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618141003-israel-12dayw","12-Day War (IDF)","CNN reports the Israeli military says it has 'significantly degraded Iran’s…","Jun 18, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","CNN reports the Israeli military says it has 'significantly degraded Iran’s ability to fire large barrages of missiles'","Naval facility","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618142005-iran-unk","Independent Actions","Wall Street Journal reports Trump has approved attack plans for Iran","Jun 18, 2025","economic","nuclear","FALSE","","","","","32.0","53.0","Iran","","Wall Street Journal reports Trump has approved attack plans for Iran, but is holding off on giving final order to see if Iran will abandon its nuclear program.","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618145002-iran-12dayw","12-Day War (IDF)","Iran is firing fewer missiles as Israel's air dominance is allowing it to shoot…","Jun 18, 2025","economic","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Iran is firing fewer missiles as Israel's air dominance is allowing it to shoot down Iranian missiles before they launch, according to Wall Street Journal report.","Naval facility","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618151003-russia-unk","Independent Actions","Putin says that Iran has not asked for military assistance from Russia","Jun 18, 2025","strike","strike","FALSE","","","","","61.52","105.32","Russia","","Putin says that Iran has not asked for military assistance from Russia","Military target","","","IRAN;RU;RUSSIA;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618161002-israel-unk","Independent Actions","Sirens sound in Israel due to drone attack","Jun 18, 2025","strike","drone","FALSE","","","","","31.5","34.9","Israel","","Sirens sound in Israel due to drone attack","Drone / UAV","UAV / Drone","","DRONE;IL;ISRAEL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618164002-iran-12dayw","12-Day War (IDF)","Israeli media reports the latest Iranian attack was intercepted by US air defense…","Jun 18, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli media reports the latest Iranian attack was intercepted by US air defense systems","Naval facility","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;MISSILE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618173002-tehran-unk","Independent Actions","Tehran air defense systems activated as Israeli air force conducts new attacks","Jun 18, 2025","strike","fighter","FALSE","","","","","35.69","51.39","Tehran","","Tehran air defense systems activated as Israeli air force conducts new attacks","Air defense / TEL","Multi-role Fighter Aircraft","","FIGHTER;IR;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618175002-iran-opepic","Op. Epic Fury","CNN reports Trump is focused on 'avoiding wider conflict as he nears decision on…","Jun 18, 2025","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","32.0","53.0","Iran","","CNN reports Trump is focused on 'avoiding wider conflict as he nears decision on US strikes in Iran'","Naval facility","","","IR;IRAN;OP-EPIC-FURY;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618184002-israel-opepic","Op. Epic Fury","Israeli military issues 2-kilometer evacuation order around Arak nuclear facility…","Jun 18, 2025","strike","nuclear","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","Israeli military issues 2-kilometer evacuation order around Arak nuclear facility in central Iran","Nuclear facility","Strike Aircraft / Cruise Missile","","IL;IRAN;ISRAEL;NUCLEAR;OP-EPIC-FURY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618205002-israel-opnort","Op. Northern Arrows","Hezbollah commander has been killed in an Israeli drone strike","Jun 18, 2025","strike","drone","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Hezbollah commander has been killed in an Israeli drone strike","Military base / C2","UAV / Drone","","DRONE;HEZBOLLAH;IL;ISRAEL;OP-NORTHERN-ARROWS","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618212002-iran-iranre","Iran Retaliation","New Iranian ballistic missile attack towards Israel","Jun 18, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","New Iranian ballistic missile attack towards Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618212002-israel-opepic","Op. Epic Fury","Israeli strike in vicinity of Arak nuclear complex.","Jun 18, 2025","strike","nuclear","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","Israeli strike in vicinity of Arak nuclear complex.","Nuclear facility","Strike Aircraft / Cruise Missile","","IL;ISRAEL;NUCLEAR;OP-EPIC-FURY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618213002-tel-aviv-unk","Independent Actions","Multiple blasts heard in Tel Aviv","Jun 18, 2025","strike","strike","FALSE","","","","","32.08","34.78","Tel Aviv","","Multiple blasts heard in Tel Aviv","Air defense / TEL","","","IL;STRIKE;TEL-AVIV","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618214002-iran-iranre","Iran Retaliation","Iranian missile impact in southern Israel","Jun 18, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Iranian missile impact in southern Israel, reportedly striking Soroka medical facility.","Naval facility","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20250618214002-beer-sheva-iranre","Iran Retaliation","Confirmation of direct Iranian missile strike to Soroka Medical Center in Beersheba","Jun 18, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.25","34.79","Beer Sheva","","Confirmation of direct Iranian missile strike to Soroka Medical Center in Beersheba, southern Israel.","Area / Infrastructure","Ballistic / Cruise Missile","","BEER-SHEVA;IL;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618215002-iran-iranre","Iran Retaliation","Soroka Medical Center","Jun 18, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Soroka Medical Center, which was hit by Iranian missile strike, is the biggest hospital in southern Israel.","Civilian infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618215002-iran-12dayw","12-Day War (IDF)","Damage to Soroka Medical Center","Jun 18, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Damage to Soroka Medical Center, the biggest hospital in southern Israel, amid Iranian missile attack.","Civilian infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618220003-tel-aviv-unk","Independent Actions","Reports that 3 people have been killed in latest Iranian missile attack on Tel Aviv","Jun 18, 2025","strike","missile","FALSE","","","","","32.08","34.78","Tel Aviv","","Reports that 3 people have been killed in latest Iranian missile attack on Tel Aviv","Naval facility","Ballistic / Cruise Missile","","IL;MISSILE;TEL-AVIV","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618224002-iran-12dayw","12-Day War (IDF)","At least 32 Israelis injured in latest Iranian missile attack","Jun 18, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","At least 32 Israelis injured in latest Iranian missile attack","Area / Infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618232004-israel-12dayw","12-Day War (IDF)","Israel's foreign minister says that Iran launched a ballistic missile at a hospital","Jun 18, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israel's foreign minister says that Iran launched a ballistic missile at a hospital","Civilian infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250618232004-netanya-unk","Independent Actions","Netanyahu says 'we will exact the full price from the tyrants in Tehran' after…","Jun 18, 2025","economic","missile","FALSE","","","","","32.33","34.86","Netanya","","Netanyahu says 'we will exact the full price from the tyrants in Tehran' after missile hit hospital","Civilian infrastructure","Ballistic / Cruise Missile","","IL;MISSILE;NETANYA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619000002-israel-12dayw","12-Day War (IDF)","Israeli defense minister instructs military to increase intensity of attacks…","Jun 19, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli defense minister instructs military to increase intensity of attacks against strategic and government targets in Iran.","Military target","","","12-DAY-WAR-(IDF);IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619041004-israel-12dayw","12-Day War (IDF)","Israeli official says two-thirds of Iran’s missile launchers have been struck","Jun 19, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli official says two-thirds of Iran’s missile launchers have been struck","Air defense / TEL","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619143002-tehran-unk","Independent Actions","Strong blast in northern Tehran","Jun 19, 2025","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Strong blast in northern Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619145004-israel-12dayw","12-Day War (IDF)","Israeli military issues evacuation orders for Sefidrud Industrial Park in…","Jun 19, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military issues evacuation orders for Sefidrud Industrial Park in northwest Iran.","Military target","","","12-DAY-WAR-(IDF);IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619164004-israel-12dayw","12-Day War (IDF)","Israeli intelligence believes that Iran can build a nuclear weapon in 15 days","Jun 19, 2025","strike","nuclear","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli intelligence believes that Iran can build a nuclear weapon in 15 days, according to a report from the New York Times.","Nuclear facility","Strike Aircraft / Cruise Missile","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619170002-israel-unk","Independent Actions","Loud blasts are being heard at the Sefidrud Industrial Park in northwest Iran","Jun 19, 2025","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Loud blasts are being heard at the Sefidrud Industrial Park in northwest Iran, which Israel's military had issued an evacuation order for.","Military target","","","IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619175002-israel-unk","Independent Actions","The Wall Street Journal reports that the cost of operating Israel’s missile air…","Jun 19, 2025","economic","missile","FALSE","","","","","31.5","34.9","Israel","","The Wall Street Journal reports that the cost of operating Israel’s missile air defense systems could reach $200 million per day.","Naval facility","Ballistic / Cruise Missile","","IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619175002-iran-12dayw","12-Day War (IDF)","Israeli military says it has intercepted three Iranian drones","Jun 19, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli military says it has intercepted three Iranian drones","Drone / UAV","UAV / Drone","","12-DAY-WAR-(IDF);IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619180004-israel-12dayw","12-Day War (IDF)","Israeli media reports that the security establishment believes Iran is planning…","Jun 19, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli media reports that the security establishment believes Iran is planning attacks on Israeli and Jewish targets inside Europe","Naval facility","","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619193002-netanya-unk","Independent Actions","Netanyahu says over half of Iran's ballistic missile launchers have been destroyed","Jun 19, 2025","strike","missile","FALSE","","","","","32.33","34.86","Netanya","","Netanyahu says over half of Iran's ballistic missile launchers have been destroyed","Air defense / TEL","Ballistic / Cruise Missile","","IL;IRAN;MISSILE;NETANYA","enriched","FALSE","FALSE","FALSE","FALSE"
