incident_id,operation_name,operation_color,incident_title,date,date_sort_value,strike_type,confirmed,origin_lat,origin_lng,origin_label,origin_sublabel,target_lat,target_lng,target_label,target_sublabel,summary,assessment,platform_or_unit,munitions_weapons,munitions_quantity,range_km,target_type,target_depth_hardening,military_kia_friendly,military_kia_enemy,civilian_kia,military_wia_friendly,personnel_deployed,aircraft_deployed,naval_vessels,result_outcome,nuclear_setback_assessment,economic_impact,intercepted_munitions,key_intelligence_notes,osint_sources,press_sources,think_tank_sources,tags,badge_colors,is_retaliation,is_covert,is_first_use,disputed,source_type
tw-20250623163001-tehran-opepic,Op. Epic Fury,#e65100,Reports of possible assassination strike in Tehran,"Jun 23, 2025",4.44,strike,FALSE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,35.69,51.39,Tehran,,Reports of possible assassination strike in Tehran,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;OP-EPIC-FURY;STRIKE;TEHRAN,op;red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250623165002-tehran-unk,Independent Actions,#546e7a,Massive blasts reported in Tehran,"Jun 23, 2025",4.44,strike,TRUE,,,,,35.69,51.39,Tehran,,Massive blasts reported in Tehran,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;STRIKE;TEHRAN,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623165003-baghdad-unk,Independent Actions,#546e7a,Large blasts in Iraqi town north of Baghdad,"Jun 23, 2025",4.44,strike,TRUE,,,,,33.34,44.4,Baghdad,,Large blasts in Iraqi town north of Baghdad,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,BAGHDAD;IQ;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623170003-tehran-opepic,Op. Epic Fury,#e65100,Intense Israeli strikes on Tehran amid upcoming ceasefire,"Jun 23, 2025",4.44,strike,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,35.69,51.39,Tehran,,Intense Israeli strikes on Tehran amid upcoming ceasefire,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;OP-EPIC-FURY;STRIKE;TEHRAN,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623175002-iraq-unk,Independent Actions,#546e7a,US military activates air defense system amid drone attack on its base in Iraq,"Jun 23, 2025",4.45,drone,TRUE,,,,,33.0,44.0,Iraq,,US military activates air defense system amid drone attack on its base in Iraq,,UAV / Drone,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,DRONE;IQ;IRAQ;US,orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623192002-israel-unk,Independent Actions,#546e7a,Missile alert for southern Israel,"Jun 23, 2025",4.46,missile,TRUE,,,,,31.5,34.9,Israel,,Missile alert for southern Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623192002-israel-unk-1,Independent Actions,#546e7a,Missile alert for northern Israel,"Jun 23, 2025",4.46,missile,TRUE,,,,,31.5,34.9,Israel,,Missile alert for northern Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623192002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israel identifies missile launch from Iran,"Jun 23, 2025",4.46,missile,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israel identifies missile launch from Iran,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623202002-israel-unk,Independent Actions,#546e7a,New missile warnings issued for Israel,"Jun 23, 2025",4.47,missile,TRUE,,,,,31.5,34.9,Israel,,New missile warnings issued for Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623202002-iran-unk,Independent Actions,#546e7a,Three people killed in latest Iranian ballistic missile strike,"Jun 23, 2025",4.47,missile,TRUE,,,,,32.0,53.0,Iran,,Three people killed in latest Iranian ballistic missile strike,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IR;IRAN;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623204004-iran-unk,Independent Actions,#546e7a,Six people killed in latest Iranian ballistic missile strike,"Jun 23, 2025",4.47,missile,TRUE,,,,,32.0,53.0,Iran,,"Six people killed in latest Iranian ballistic missile strike, amid lack of clarity regarding ceasefire status.",,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IR;IRAN;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623210002-iran-iranre,Iran Retaliation,#c62828,Iran launches new ballistic missile attack,"Jun 23, 2025",4.48,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,Iran launches new ballistic missile attack,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250623233003-iran-unk,Independent Actions,#546e7a,Netanyahu says his country achieved goal of 'removing Iranian nuclear and…,"Jun 23, 2025",4.5,nuclear,TRUE,,,,,32.0,53.0,Iran,,Netanyahu says his country achieved goal of 'removing Iranian nuclear and ballistic missile threat',,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NUCLEAR,gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624004002-israel-unk,Independent Actions,#546e7a,Missile alert in northern Israel,"Jun 24, 2025",4.51,missile,TRUE,,,,,31.5,34.9,Israel,,Missile alert in northern Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624004002-iran-12dayw,12-Day War (IDF),#6a1b9a,Israeli military reports incoming Iranian missiles attack despite ceasefire,"Jun 24, 2025",4.51,missile,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.0,53.0,Iran,,Israeli military reports incoming Iranian missiles attack despite ceasefire,,Ballistic / Cruise Missile,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IR;IRAN;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624005003-iran-12dayw,12-Day War (IDF),#6a1b9a,Israeli Finance Minister says,"Jun 24, 2025",4.51,missile,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.0,53.0,Iran,,"Israeli Finance Minister says, amid Iranian missile attack after ceasefire, that 'Tehran will shake'.",,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IR;IRAN;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624010005-tehran-opepic,Op. Epic Fury,#e65100,Israeli defense minister says the military will 'respond forcefully to Iran's…,"Jun 24, 2025",4.51,strike,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,35.69,51.39,Tehran,,Israeli defense minister says the military will 'respond forcefully to Iran's violation of the ceasefire with intense strikes against regime targets in Tehran',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;OP-EPIC-FURY;STRIKE;TEHRAN,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624012004-qatar-unk,Independent Actions,#546e7a,Qatar has summoned Iran's ambassador to condemn missile attack,"Jun 24, 2025",4.51,missile,TRUE,,,,,25.35,51.18,Qatar,,Qatar has summoned Iran's ambassador to condemn missile attack,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IRAN;MISSILE;QA;QATAR,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624013002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israeli military chief of staff says a 'serious ceasefire violation' was…,"Jun 24, 2025",4.51,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israeli military chief of staff says a 'serious ceasefire violation' was committed by Iran and 'we will attack with force',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624043002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israeli official says the military will carry out a symbolic attack in Iran,"Jun 24, 2025",4.54,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israeli official says the military will carry out a symbolic attack in Iran,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624045002-tehran-12dayw,12-Day War (IDF),#6a1b9a,Israel strikes radar near Tehran,"Jun 24, 2025",4.54,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,35.69,51.39,Tehran,,"Israel strikes radar near Tehran, concluding its retaliation against Iran.",,,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IR;ISRAEL;STRIKE;TEHRAN,op;red;amber,TRUE,FALSE,FALSE,FALSE,enriched
tw-20250624125002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israel's military chief of staff says 'campaign against Iran is not over,"Jun 24, 2025",4.6,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israel's military chief of staff says 'campaign against Iran is not over',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624130003-iran-opepic,Op. Epic Fury,#e65100,US strikes set back Iran's nuclear program by only a few months,"Jun 24, 2025",4.61,nuclear,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,32.0,53.0,Iran,,"US strikes set back Iran's nuclear program by only a few months, according to New York Times report.",,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NUCLEAR;OP-EPIC-FURY;US,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624131002-iran-unk,Independent Actions,#546e7a,US officials tell CNN they believe Iran maintains secret nuclear facilities that…,"Jun 24, 2025",4.61,nuclear,TRUE,,,,,32.0,53.0,Iran,,US officials tell CNN they believe Iran maintains secret nuclear facilities that were not targeted in latest strikes and remain operational,,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NUCLEAR;US,gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624134001-israel-12dayw,12-Day War (IDF),#6a1b9a,Israel intercepts two drones its says were 'most likely from Iran,"Jun 24, 2025",4.61,missile,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israel intercepts two drones its says were 'most likely from Iran',,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250624141003-iran-unk,Independent Actions,#546e7a,Early US intelligence report suggests that strikes on Iran's nuclear facilities…,"Jun 24, 2025",4.62,nuclear,TRUE,,,,,32.0,53.0,Iran,,"Early US intelligence report suggests that strikes on Iran's nuclear facilities set the program back by 'a few months', according to Associated Press.",,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NUCLEAR;US,gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250625003002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israeli military says it has set back Iran's nuclear program by 'years,"Jun 25, 2025",4.7,nuclear,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israeli military says it has set back Iran's nuclear program by 'years',,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;NUCLEAR,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250626151003-tehran-opepic,Op. Epic Fury,#e65100,Reports of possible drone strike in Tehran,"Jun 26, 2025",5.01,drone,FALSE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,35.69,51.39,Tehran,,Reports of possible drone strike in Tehran,,UAV / Drone,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,DRONE;IR;OP-EPIC-FURY;TEHRAN,op;orange,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250626220002-russia-unk,Independent Actions,#546e7a,India has discussed the supply of S-400 air defense systems and upgrades to Su-30…,"Jun 26, 2025",5.07,missile,TRUE,,,,,61.52,105.32,Russia,,India has discussed the supply of S-400 air defense systems and upgrades to Su-30 fighter jets with Russia,,Ballistic / Cruise Missile,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,MISSILE;RU;RUSSIA;S-400,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250627023004-lebanon-opnort,Op. Northern Arrows,#7b1fa2,Israeli strikes on Hezbollah targets in southern Lebanon,"Jun 27, 2025",5.11,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,33.9,35.5,Lebanon,,Israeli strikes on Hezbollah targets in southern Lebanon,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HEZBOLLAH;LB;LEBANON;OP-NORTHERN-ARROWS;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250627134004-israel-unk,Independent Actions,#546e7a,Israel's defense minister says that recent strikes were 'just a preview of a new…,"Jun 27, 2025",5.2,strike,TRUE,,,,,31.5,34.9,Israel,,Israel's defense minister says that recent strikes were 'just a preview of a new Israeli policy',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250627212002-israel-unk,Independent Actions,#546e7a,Reports of missile launch from Yemen towards Israel,"Jun 27, 2025",5.26,missile,FALSE,,,,,31.5,34.9,Israel,,Reports of missile launch from Yemen towards Israel,,Ballistic / Cruise Missile,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;MISSILE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250628013003-pakistan-unk,Independent Actions,#546e7a,13 Pakistani soldiers killed in suicide attack that targeted a military convoy,"Jun 28, 2025",5.29,strike,TRUE,,,,,30.0,69.0,Pakistan,,13 Pakistani soldiers killed in suicide attack that targeted a military convoy,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250629130004-iran-unk,Independent Actions,#546e7a,The US intercepted communication between senior Iranian officials 'remarking that…,"Jun 29, 2025",5.58,missile,TRUE,,,,,32.0,53.0,Iran,,"The US intercepted communication between senior Iranian officials 'remarking that the attack was less devastating than they had expected', according to Washington Post report.",,Ballistic / Cruise Missile,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;MISSILE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250630140003-israel-unk,Independent Actions,#546e7a,US State Department approves possible military sale to Israel worth $510 million,"Jun 30, 2025",5.79,strike,TRUE,,,,,31.5,34.9,Israel,,US State Department approves possible military sale to Israel worth $510 million,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250701133004-israel-opswor,Op. Swords of Iron,#7b1fa2,Yemen's Houthis say they have carried out three military attacks against Israel,"Jul 1, 2025",5.98,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,"Yemen's Houthis say they have carried out three military attacks against Israel, will continue to do so in support of Gaza.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250701134003-ukraine-russia,Russia-Ukraine War,#b71c1c,Politico reports that the US has halted shipments of some air defense missiles…,"Jul 1, 2025",5.98,naval,TRUE,50.45,30.52,Ukraine (UAF),Ukrainian Armed Forces,48.38,31.17,Ukraine,,Politico reports that the US has halted shipments of some air defense missiles and munitions to Ukraine amid concerns that US stockpiles have fallen too low,,Naval Vessel,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,NAVAL;RUSSIA-UKRAINE-WAR;UA;UKRAINE;US,op;teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250702061004-pakistan-unk,Independent Actions,#546e7a,Nuclear warheads 🇮🇳 India: 172 🇵🇰 Pakistan: 170 (SIPRI),"Jul 2, 2025",6.12,nuclear,TRUE,,,,,30.0,69.0,Pakistan,,Nuclear warheads 🇮🇳 India: 172 🇵🇰 Pakistan: 170 (SIPRI),,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,NUCLEAR;PAKISTAN;PK,gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250702131002-israel-opepic,Op. Epic Fury,#e65100,Bipartisan lawmakers propose giving Trump the authority to 'transfer B-2 stealth…,"Jul 2, 2025",6.17,nuclear,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,31.5,34.9,Israel,,"Bipartisan lawmakers propose giving Trump the authority to 'transfer B-2 stealth bombers and 30,000-pound bunker buster bombs to Israel' if Iran is found to still be developing a nuclear weapon, accor",,B-2 Spirit,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,B-2;IL;IRAN;ISRAEL;NUCLEAR;OP-EPIC-FURY,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250702133002-israel-12dayw,12-Day War (IDF),#6a1b9a,Pentagon says US and Israeli strikes took Iran's nuclear program back one to two…,"Jul 2, 2025",6.18,nuclear,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Pentagon says US and Israeli strikes took Iran's nuclear program back one to two years,,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;NUCLEAR;US,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250705140006-netanya-opswor,Op. Swords of Iron,#7b1fa2,Netanyahu's office says the changes Hamas wants to make to ceasefire proposal are…,"Jul 5, 2025",6.77,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.33,34.86,Netanya,,Netanyahu's office says the changes Hamas wants to make to ceasefire proposal are unacceptable,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HAMAS;IL;NETANYA;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250706134003-israel-unk,Independent Actions,#546e7a,Israeli military issues evacuation warnings for three ports in Yemen,"Jul 6, 2025",6.96,strike,TRUE,,,,,31.5,34.9,Israel,,Israeli military issues evacuation warnings for three ports in Yemen,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250706141002-hodeidah-unk,Independent Actions,#546e7a,Massive blasts at Hodeidah port in Yemen amid Israeli strikes,"Jul 6, 2025",6.96,strike,TRUE,,,,,14.8,42.95,Hodeidah,,Massive blasts at Hodeidah port in Yemen amid Israeli strikes,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,HODEIDAH;STRIKE;YE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250707204003-israel-opswor,Op. Swords of Iron,#7b1fa2,Israeli military confirms five soldiers were killed in Gaza,"Jul 7, 2025",7.21,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israeli military confirms five soldiers were killed in Gaza,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250708050003-red-sea-unk,Independent Actions,#546e7a,Germany summons Chinese ambassador after an incident in the Red Sea in which…,"Jul 8, 2025",7.28,naval,TRUE,,,,,20.0,38.5,Red Sea,,Germany summons Chinese ambassador after an incident in the Red Sea in which Chinese navy vessel directed a laser at a German military aircraft,,Naval Vessel,,,,Naval vessel,,0,0,0,0,,,,,,,,,,,,NAVAL;RED-SEA;YE,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250709034004-lebanon-unk,Independent Actions,#546e7a,Israeli military says it destroyed Hezbollah weapons storage facilities in…,"Jul 9, 2025",7.46,strike,TRUE,,,,,33.9,35.5,Lebanon,,Israeli military says it destroyed Hezbollah weapons storage facilities in southern Lebanon,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HEZBOLLAH;LB;LEBANON;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250715013002-lebanon-opnort,Op. Northern Arrows,#7b1fa2,Israeli military launches strikes against Hezbollah targets in eastern Lebanon,"Jul 15, 2025",8.62,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,33.9,35.5,Lebanon,,Israeli military launches strikes against Hezbollah targets in eastern Lebanon,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HEZBOLLAH;LB;LEBANON;OP-NORTHERN-ARROWS;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250715014003-israel-unk,Independent Actions,#546e7a,Reports of Israeli strikes on targets in Sweida,"Jul 15, 2025",8.62,strike,FALSE,,,,,31.5,34.9,Israel,,"Reports of Israeli strikes on targets in Sweida, southern Syria",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250715131004-israel-unk,Independent Actions,#546e7a,Israeli media reports that the US has asked the Israeli government to halt…,"Jul 15, 2025",8.72,strike,TRUE,,,,,31.5,34.9,Israel,,Israeli media reports that the US has asked the Israeli government to halt attacks on Syria,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250715132002-israel-unk,Independent Actions,#546e7a,US official says that Israel has vowed to halt strikes on Syria this evening,"Jul 15, 2025",8.72,strike,TRUE,,,,,31.5,34.9,Israel,,US official says that Israel has vowed to halt strikes on Syria this evening,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250715145004-israel-unk,Independent Actions,#546e7a,New Israeli strikes on targets in southern Syria,"Jul 15, 2025",8.73,strike,TRUE,,,,,31.5,34.9,Israel,,New Israeli strikes on targets in southern Syria,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716024002-israel-unk,Independent Actions,#546e7a,Israeli military has conducted strikes in southern Syria,"Jul 16, 2025",8.83,strike,TRUE,,,,,31.5,34.9,Israel,,Israeli military has conducted strikes in southern Syria,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716024003-damascus-unk,Independent Actions,#546e7a,Reports of loud blast in Damascus,"Jul 16, 2025",8.83,strike,FALSE,,,,,33.51,36.29,Damascus,,Reports of loud blast in Damascus,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,DAMASCUS;STRIKE;SY,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250716025002-damascus-unk,Independent Actions,#546e7a,Israeli strike near Syrian defense ministry in Damascus,"Jul 16, 2025",8.83,strike,TRUE,,,,,33.51,36.29,Damascus,,Israeli strike near Syrian defense ministry in Damascus,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,DAMASCUS;STRIKE;SY,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716030002-damascus-unk,Independent Actions,#546e7a,Israeli military has struck the entrance gate to the Syrian military's…,"Jul 16, 2025",8.83,strike,TRUE,,,,,33.51,36.29,Damascus,,Israeli military has struck the entrance gate to the Syrian military's headquarters in Damascus,,,,,,Military base / C2,,0,0,0,0,,,,,,,,,,,,DAMASCUS;STRIKE;SY,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716031004-israel-unk,Independent Actions,#546e7a,Israeli military is bolstering forces at Syrian border,"Jul 16, 2025",8.83,strike,TRUE,,,,,31.5,34.9,Israel,,Israeli military is bolstering forces at Syrian border,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716054002-damascus-unk,Independent Actions,#546e7a,Israeli strike on General Staff building in Damascus,"Jul 16, 2025",8.85,strike,TRUE,,,,,33.51,36.29,Damascus,,Israeli strike on General Staff building in Damascus,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,DAMASCUS;STRIKE;SY,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716063004-israel-opswor,Op. Swords of Iron,#7b1fa2,Israeli military deploying military aircraft from Gaza towards front with Syria,"Jul 16, 2025",8.86,fighter,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israeli military deploying military aircraft from Gaza towards front with Syria,,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;IL;ISRAEL;OP-SWORDS-OF-IRON,op;blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716071002-israel-unk,Independent Actions,#546e7a,Israeli media reports the US has asked for a stop to strikes on Syria,"Jul 16, 2025",8.86,strike,TRUE,,,,,31.5,34.9,Israel,,Israeli media reports the US has asked for a stop to strikes on Syria,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716073003-israel-unk,Independent Actions,#546e7a,Trump administration has called on Israel to stop strikes on Syria,"Jul 16, 2025",8.87,strike,TRUE,,,,,31.5,34.9,Israel,,"Trump administration has called on Israel to stop strikes on Syria, according to Axios report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250716155003-latakia-unk,Independent Actions,#546e7a,Reports of Israeli strikes on targets in Latakia,"Jul 16, 2025",8.93,strike,FALSE,,,,,35.54,35.79,Latakia,,"Reports of Israeli strikes on targets in Latakia, Syria",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,LATAKIA;STRIKE;SY,red,FALSE,FALSE,FALSE,TRUE,enriched
