source_id,name,aliases,category,kind,domain,handle,feed_url,query,perspective,source_country,scope,status,added_by,added_at,corrected_from,last_ok_at,last_items,notes
yt-simons-foundation,Simons Foundation,Simons Foundation (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,SimonsFoundation,https://www.youtube.com/feeds/videos.xml?channel_id=UCZVjCmJOQRpAQ_EruAIPqXg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,15,confirmed as 'Simons Foundation' (channel_id=UCZVjCmJOQRpAQ_EruAIPqXg)
yt-spanning-tree,Spanning Tree,Spanning Tree (YouTube),YouTube: Mathematics & CS Theory;YouTube: Computer Science & Computing,youtube,youtube.com,SpanningTree,https://www.youtube.com/feeds/videos.xml?channel_id=UCDzVUXiTr3hClI-zzCWbYzg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Spanning Tree' (channel_id=UCDzVUXiTr3hClI-zzCWbYzg)
yt-artem-kirsanov,Artem Kirsanov,Artem Kirsanov (YouTube),"YouTube: Chemistry, Biology & Medicine;YouTube: AI & Machine Learning",youtube,youtube.com,ArtemKirsanov,https://www.youtube.com/feeds/videos.xml?channel_id=UCR2uRTQ53V_egXKFflMMaaw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Artem Kirsanov' (channel_id=UCR2uRTQ53V_egXKFflMMaaw)
yt-antscanada,AntsCanada,AntsCanada (YouTube),"YouTube: Chemistry, Biology & Medicine;YouTube: Nature & Climate",youtube,youtube.com,AntsCanada,https://www.youtube.com/feeds/videos.xml?channel_id=UCONd1SNf3_QqjzjCVsURNuA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'AntsCanada' (channel_id=UCONd1SNf3_QqjzjCVsURNuA)
yt-dr-hope-s-sick-notes,Dr Hope's Sick Notes,Dr Hope's Sick Notes (YouTube),"YouTube: Chemistry, Biology & Medicine",youtube,youtube.com,DrHopeSickNotes,https://www.youtube.com/feeds/videos.xml?channel_id=UCMtZt5KQmhCLXiQVRhIgzTg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,"confirmed as ""Dr Hope's Sick Notes"" (channel_id=UCMtZt5KQmhCLXiQVRhIgzTg)"
yt-periodic-videos,Periodic Videos,Periodic Videos (YouTube),"YouTube: Chemistry, Biology & Medicine",youtube,youtube.com,periodicvideos,https://www.youtube.com/feeds/videos.xml?channel_id=UCtESv1e7ntJaLJYKIO1FoYw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Periodic Videos' (channel_id=UCtESv1e7ntJaLJYKIO1FoYw)
yt-reactions,Reactions,Reactions (YouTube),"YouTube: Chemistry, Biology & Medicine",youtube,youtube.com,Reactions,https://www.youtube.com/feeds/videos.xml?channel_id=UChmQPAZrYhE-BzFmw2s9BGw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Reactions' (channel_id=UChmQPAZrYhE-BzFmw2s9BGw)
yt-bbc-earth,BBC Earth,BBC Earth (YouTube),"YouTube: Chemistry, Biology & Medicine;YouTube: Nature & Climate",youtube,youtube.com,bbcearth,https://www.youtube.com/feeds/videos.xml?channel_id=UCwmZiChSryoWQCZMIQezgTg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,3,confirmed as 'BBC Earth' (channel_id=UCwmZiChSryoWQCZMIQezgTg)
yt-4ocean,4ocean,4ocean (YouTube),YouTube: Nature & Climate,youtube,youtube.com,4ocean,https://www.youtube.com/feeds/videos.xml?channel_id=UCCT_-OGW5IiUuuHwmuyUPYQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as '4ocean' (channel_id=UCCT_-OGW5IiUuuHwmuyUPYQ)
yt-andrew-millison,Andrew Millison,Andrew Millison (YouTube),YouTube: Nature & Climate,youtube,youtube.com,amillison,https://www.youtube.com/feeds/videos.xml?channel_id=UCgb_TbreMgfDdLKkr4yYJHw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Andrew Millison' (channel_id=UCgb_TbreMgfDdLKkr4yYJHw)
yt-going-green,Going Green,Going Green (YouTube),YouTube: Nature & Climate,youtube,youtube.com,GoingGreen,https://www.youtube.com/feeds/videos.xml?channel_id=UClZeioLdbt3hdKs6auFk57A,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'goinggreen' (channel_id=UClZeioLdbt3hdKs6auFk57A)
yt-mossy-earth,Mossy Earth,Mossy Earth (YouTube),YouTube: Nature & Climate,youtube,youtube.com,MossyEarth,https://www.youtube.com/feeds/videos.xml?channel_id=UC1OLx7nzJgIqwpDzFFrTuLA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Mossy Earth' (channel_id=UC1OLx7nzJgIqwpDzFFrTuLA)
yt-andrej-karpathy,Andrej Karpathy,Andrej Karpathy (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,AndrejKarpathy,https://www.youtube.com/feeds/videos.xml?channel_id=UCXUPKJO5MZQN11PqgIvyuvQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Andrej Karpathy' (channel_id=UCXUPKJO5MZQN11PqgIvyuvQ)
yt-anthropic,Anthropic,Anthropic (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,anthropic-ai,https://www.youtube.com/feeds/videos.xml?channel_id=UCrDwWp7EBBv4NwvScIpBDOA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Anthropic' (channel_id=UCrDwWp7EBBv4NwvScIpBDOA)
yt-arxiv-insights,Arxiv Insights,Arxiv Insights (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,ArxivInsights,https://www.youtube.com/feeds/videos.xml?channel_id=UCNIkB2IeJ-6AmZv7bQ1oBYg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Arxiv Insights' (channel_id=UCNIkB2IeJ-6AmZv7bQ1oBYg)
yt-deepfindr,DeepFindr,DeepFindr (YouTube),YouTube: AI & Machine Learning;YouTube: Computer Science & Computing,youtube,youtube.com,DeepFindr,https://www.youtube.com/feeds/videos.xml?channel_id=UCScjF2g0_ZNy0Yv3KbsbR7Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'DeepFindr' (channel_id=UCScjF2g0_ZNy0Yv3KbsbR7Q)
yt-deepia,Deepia,Deepia (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,Deepia,https://www.youtube.com/feeds/videos.xml?channel_id=UCDFFMRE_CXKvl0MnNGtftnA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Deepi A' (channel_id=UCDFFMRE_CXKvl0MnNGtftnA)
yt-depth-first,Depth First,Depth First (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,DepthFirst,https://www.youtube.com/feeds/videos.xml?channel_id=UC5LtXg178VOmiND_-rbgInA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'depthfirst' (channel_id=UC5LtXg178VOmiND_-rbgInA)
yt-far-ai,FAR.AI,FAR.AI (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,farairesearch,https://www.youtube.com/feeds/videos.xml?channel_id=UCCV6kbjBZje3LPxRp0NHfxg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,5,confirmed as 'FAR․AI' (channel_id=UCCV6kbjBZje3LPxRp0NHfxg)
yt-hod-lipson,Hod Lipson,Hod Lipson (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,HodLipson1,https://www.youtube.com/feeds/videos.xml?channel_id=UC9v1uRbjp11ZKrJjyNM28QA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Hod Lipson' (channel_id=UC9v1uRbjp11ZKrJjyNM28QA)
yt-iliad-conference,ILIAD Conference,ILIAD Conference (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,iliadconference,https://www.youtube.com/feeds/videos.xml?channel_id=UCJpVvbMa1iJhye08V-Rddzw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'ILIAD Conference' (channel_id=UCJpVvbMa1iJhye08V-Rddzw)
yt-jay-alammar,Jay Alammar,Jay Alammar (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,arp1,https://www.youtube.com/feeds/videos.xml?channel_id=UCmOwsoHty5PrmE-3QhUBfPQ,,video,,video,unverified,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,handle @arp1 resolves to 'Arpi K.' — not this channel; needs the right handle
yt-michael-nielsen,Michael Nielsen,Michael Nielsen (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,MichaelNielsen,https://www.youtube.com/feeds/videos.xml?channel_id=UCoSlN8Gh4W8sfgB-Sf_cG4Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Michael Nielsen' (channel_id=UCoSlN8Gh4W8sfgB-Sf_cG4Q)
yt-mutual-information,Mutual Information,Mutual Information (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,Mutual_Information,https://www.youtube.com/feeds/videos.xml?channel_id=UCCcrR0XBH0aWbdffktUBEdw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Mutual Information' (channel_id=UCCcrR0XBH0aWbdffktUBEdw)
yt-neural-breakdown-with-avb,Neural Breakdown with AVB,Neural Breakdown with AVB (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,avb_fj,https://www.youtube.com/feeds/videos.xml?channel_id=UC6MhHkSosYXAD-LTXBWyLMg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Neural Breakdown with AVB' (channel_id=UC6MhHkSosYXAD-LTXBWyLMg)
yt-principles-of-intelligence,Principles of Intelligence,Principles of Intelligence (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,PrinciplesofIntelligence,https://www.youtube.com/feeds/videos.xml?channel_id=UCLaUZAjwzytGMI2_ztcBIEA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Principles of Intelligence' (channel_id=UCLaUZAjwzytGMI2_ztcBIEA)
yt-stanford-ai-lab,Stanford AI Lab,Stanford AI Lab (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,stanfordailab8057,https://www.youtube.com/feeds/videos.xml?channel_id=UCXfyztWfT4Xd1ksq9n249ZQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Stanford AI Lab' (channel_id=UCXfyztWfT4Xd1ksq9n249ZQ)
yt-the-alan-turing-institute,The Alan Turing Institute,The Alan Turing Institute (YouTube),YouTube: AI & Machine Learning;YouTube: Computer Science & Computing,youtube,youtube.com,TheAlanTuringInstituteUK,https://www.youtube.com/feeds/videos.xml?channel_id=UCcr5vuAH5TPlYox-QLj4ySw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'The Alan Turing Institute' (channel_id=UCcr5vuAH5TPlYox-QLj4ySw)
yt-yannic-kilcher,Yannic Kilcher,Yannic Kilcher (YouTube),YouTube: AI & Machine Learning,youtube,youtube.com,YannicKilcher,https://www.youtube.com/feeds/videos.xml?channel_id=UCZHmQk67mSJgfCCTn7xBfew,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Yannic Kilcher' (channel_id=UCZHmQk67mSJgfCCTn7xBfew)
yt-dwarkesh-patel,Dwarkesh Patel,Dwarkesh Patel (YouTube),YouTube: AI & Machine Learning;YouTube: Explainers & Philosophy,youtube,youtube.com,DwarkeshPatel,https://www.youtube.com/feeds/videos.xml?channel_id=UCXl4i9dYBrFOabk0xGmbkRA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Dwarkesh Patel' (channel_id=UCXl4i9dYBrFOabk0xGmbkRA)
yt-lex-fridman,Lex Fridman,Lex Fridman (YouTube),YouTube: AI & Machine Learning;YouTube: Explainers & Philosophy,youtube,youtube.com,lexfridman,https://www.youtube.com/feeds/videos.xml?channel_id=UCSHZKyawb77ixDdsGog4iWA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Lex Fridman' (channel_id=UCSHZKyawb77ixDdsGog4iWA)
yt-ben-eater,Ben Eater,Ben Eater (YouTube),YouTube: Computer Science & Computing;YouTube: Engineering & Infrastructure,youtube,youtube.com,BenEater,https://www.youtube.com/feeds/videos.xml?channel_id=UCS0N5baNlQWJCUrhCEo8WlA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Ben Eater' (channel_id=UCS0N5baNlQWJCUrhCEo8WlA)
yt-codeemporium,CodeEmporium,CodeEmporium (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,CodeEmporium,https://www.youtube.com/feeds/videos.xml?channel_id=UC5_6ZD6s8klmMu9TXEB_1IA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'CodeEmporium' (channel_id=UC5_6ZD6s8klmMu9TXEB_1IA)
yt-fireship,Fireship,Fireship (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,Fireship,https://www.youtube.com/feeds/videos.xml?channel_id=UCsBjURrPoezykLs9EqgamOA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Fireship' (channel_id=UCsBjURrPoezykLs9EqgamOA)
yt-jabrils,Jabrils,Jabrils (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,Jabrils,https://www.youtube.com/feeds/videos.xml?channel_id=UCQALLeQPoZdZC4JNUboVEUg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Jabrils' (channel_id=UCQALLeQPoZdZC4JNUboVEUg)
yt-reducible,Reducible,Reducible (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,Reducible,https://www.youtube.com/feeds/videos.xml?channel_id=UCK8XIGR5kRidIw2fWqwyHRA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Reducible' (channel_id=UCK8XIGR5kRidIw2fWqwyHRA)
yt-sebastian-lague,Sebastian Lague,Sebastian Lague (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,SebastianLague,https://www.youtube.com/feeds/videos.xml?channel_id=UCmtyQOKKmrMVaKuRXz02jbQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Sebastian Lague' (channel_id=UCmtyQOKKmrMVaKuRXz02jbQ)
yt-techlinked,TechLinked,TechLinked (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,TechLinked,https://www.youtube.com/feeds/videos.xml?channel_id=UCeeFfhMcJa1kjtfZAGskOCA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'TechLinked' (channel_id=UCeeFfhMcJa1kjtfZAGskOCA)
yt-qiskit,Qiskit,Qiskit (YouTube),YouTube: Computer Science & Computing,youtube,youtube.com,Qiskit,https://www.youtube.com/feeds/videos.xml?channel_id=UClBNq7mCMf5xm8baE_VMl3A,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Qiskit' (channel_id=UClBNq7mCMf5xm8baE_VMl3A)
yt-aaed-musa,Aaed Musa,Aaed Musa (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,AaedMusa,https://www.youtube.com/feeds/videos.xml?channel_id=UCX981hh-RI_L1QOwV08osNA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Aaed Musa' (channel_id=UCX981hh-RI_L1QOwV08osNA)
yt-aitelly,AiTelly,AiTelly (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,AiTelly,https://www.youtube.com/feeds/videos.xml?channel_id=UCBjr2QgkUNToRbwVecMgX3Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'AiTelly' (channel_id=UCBjr2QgkUNToRbwVecMgX3Q)
yt-animagraffs,Animagraffs,Animagraffs (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,Animagraffs,https://www.youtube.com/feeds/videos.xml?channel_id=UCnZeeKO8qVdtkrA4-uKhtTw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Animagraffs' (channel_id=UCnZeeKO8qVdtkrA4-uKhtTw)
yt-bitluni,bitluni,bitluni (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,bitluni,https://www.youtube.com/feeds/videos.xml?channel_id=UCp_5PO66faM4dBFbFFBdPSQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'bitluni' (channel_id=UCp_5PO66faM4dBFbFFBdPSQ)
yt-brainfootv,BrainfooTV,BrainfooTV (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,BrainfooTV,https://www.youtube.com/feeds/videos.xml?channel_id=UCQXvl69rKNOtSK2-bKUADUQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'BrainfooTV' (channel_id=UCQXvl69rKNOtSK2-bKUADUQ)
yt-colinfurze,colinfurze,colinfurze (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,colinfurze,https://www.youtube.com/feeds/videos.xml?channel_id=UCp68_FLety0O-n9QU6phsgw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'colinfurze' (channel_id=UCp68_FLety0O-n9QU6phsgw)
yt-dd-electrotech,DD ElectroTech,DD ElectroTech (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,DDElectroTech,https://www.youtube.com/feeds/videos.xml?channel_id=UC_SIhYQ3xP_nSEEok2EaNXw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'DD ElectroTech' (channel_id=UC_SIhYQ3xP_nSEEok2EaNXw)
yt-engineering-explained,Engineering Explained,Engineering Explained (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,EngineeringExplained,https://www.youtube.com/feeds/videos.xml?channel_id=UClqhvGmHcvWL9w3R48t9QXQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Engineering Explained' (channel_id=UClqhvGmHcvWL9w3R48t9QXQ)
yt-hacksmith-industries,Hacksmith Industries,Hacksmith Industries (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,theHacksmith,https://www.youtube.com/feeds/videos.xml?channel_id=UCjgpFI5dU-D1-kh9H1muoxQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Hacksmith Industries' (channel_id=UCjgpFI5dU-D1-kh9H1muoxQ)
yt-integza,Integza,Integza (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,Integza,https://www.youtube.com/feeds/videos.xml?channel_id=UC2avWDLN1EI3r1RZ_dlSxCw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Integza' (channel_id=UC2avWDLN1EI3r1RZ_dlSxCw)
yt-james-bruton,James Bruton,James Bruton (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,JamesBruton,https://www.youtube.com/feeds/videos.xml?channel_id=UCUbDcUPed50Y_7KmfCXKohA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'James Bruton' (channel_id=UCUbDcUPed50Y_7KmfCXKohA)
yt-mark-rober,Mark Rober,Mark Rober (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,MarkRober,https://www.youtube.com/feeds/videos.xml?channel_id=UCY1kMZp36IQSyNx_9h4mpCg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Mark Rober' (channel_id=UCY1kMZp36IQSyNx_9h4mpCg)
yt-megabuilds,MegaBuilds,MegaBuilds (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,MegaBuilds,https://www.youtube.com/feeds/videos.xml?channel_id=UCfzeK2a2LQA9YMV9dxuiLMg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Mega Builds' (channel_id=UCfzeK2a2LQA9YMV9dxuiLMg)
yt-practical-engineering,Practical Engineering,Practical Engineering (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,PracticalEngineering,https://www.youtube.com/feeds/videos.xml?channel_id=UCAK3X_yAuxrQo_6q_mzPK8w,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Practical Engineering Australia' (channel_id=UCAK3X_yAuxrQo_6q_mzPK8w)
yt-real-engineering,Real Engineering,Real Engineering (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,RealEngineering,https://www.youtube.com/feeds/videos.xml?channel_id=UCR1IuLEqb6UEA_zQ81kwXfg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Real Engineering' (channel_id=UCR1IuLEqb6UEA_zQ81kwXfg)
yt-sabin-civil-engineering,Sabin Civil Engineering,Sabin Civil Engineering (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,SabinCivil,https://www.youtube.com/feeds/videos.xml?channel_id=UCqZQJ4600a9wIfMPbYc60OQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Sabin Civil Engineering' (channel_id=UCqZQJ4600a9wIfMPbYc60OQ)
yt-silicon-labs,Silicon Labs,Silicon Labs (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,siliconlabs,https://www.youtube.com/feeds/videos.xml?channel_id=UCJdhKsLECueAuvMHN8t0rRg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'siliconlabs' (channel_id=UCJdhKsLECueAuvMHN8t0rRg)
yt-the-b1m,The B1M,The B1M (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,TheB1M,https://www.youtube.com/feeds/videos.xml?channel_id=UC6n8I1UDTKP1IWjQMg6_TwA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'The B1M' (channel_id=UC6n8I1UDTKP1IWjQMg6_TwA)
yt-will-cogley,Will Cogley,Will Cogley (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,WillCogley,https://www.youtube.com/feeds/videos.xml?channel_id=UCkUD_8b1JoTL2ipOVtxfNKw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Will Cogley' (channel_id=UCkUD_8b1JoTL2ipOVtxfNKw)
yt-wintergatan,Wintergatan,Wintergatan (YouTube),YouTube: Engineering & Infrastructure,youtube,youtube.com,Wintergatan,https://www.youtube.com/feeds/videos.xml?channel_id=UCcXhhVwCT6_WqjkEniejRJQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Wintergatan' (channel_id=UCcXhhVwCT6_WqjkEniejRJQ)
yt-bps-shorts,BPS.shorts,BPS.shorts (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,bps.shorts,https://www.youtube.com/feeds/videos.xml?channel_id=UCDdHf1PUIfLi5x4nXzhbJrA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'BPS.shorts' (channel_id=UCDdHf1PUIfLi5x4nXzhbJrA)
yt-casual-navigation,Casual Navigation,Casual Navigation (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,CasualNavigation,https://www.youtube.com/feeds/videos.xml?channel_id=UC5_HIscbiDZM0dMX-nCksuA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,15,confirmed as 'Casual Navigation' (channel_id=UC5_HIscbiDZM0dMX-nCksuA)
yt-flightdeck2sim,flightdeck2sim,flightdeck2sim (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,flightdeck2sim,https://www.youtube.com/feeds/videos.xml?channel_id=UCZ_X7kk3XrHbl6ZWQ4wpfkQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'flightdeck2sim' (channel_id=UCZ_X7kk3XrHbl6ZWQ4wpfkQ)
yt-found-and-explained,Found And Explained,Found And Explained (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,FoundAndExplained,https://www.youtube.com/feeds/videos.xml?channel_id=UCpM4zrZ9c_apiEj6CApj2yw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Found And Explained' (channel_id=UCpM4zrZ9c_apiEj6CApj2yw)
yt-mustard,Mustard,Mustard (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,Mustard,https://www.youtube.com/feeds/videos.xml?channel_id=UCG9E2kOVf3OPldZNV_1rPqQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Mustard' (channel_id=UCG9E2kOVf3OPldZNV_1rPqQ)
yt-project-da-vinci,Project Da Vinci,Project Da Vinci (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,ProjectDaVinci,https://www.youtube.com/feeds/videos.xml?channel_id=UCC3kq2UdY3nWXPPP3sZGpwA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Project Da Vinci' (channel_id=UCC3kq2UdY3nWXPPP3sZGpwA)
yt-space-startup-news,Space Startup News,Space Startup News (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,SpaceStartupNews,https://www.youtube.com/feeds/videos.xml?channel_id=UCxyKAQEvqO-QlLI3hnf42-w,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Space Startup News' (channel_id=UCxyKAQEvqO-QlLI3hnf42-w)
yt-understanding-airplanes,Understanding Airplanes,Understanding Airplanes (YouTube),"YouTube: Space, Aviation & Transport",youtube,youtube.com,UnderstandingAirplanes,https://www.youtube.com/feeds/videos.xml?channel_id=UCh7C3C5hKAVZR0SCPhECrMQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Understanding Airplanes' (channel_id=UCh7C3C5hKAVZR0SCPhECrMQ)
yt-barely-accurate,Barely Accurate,Barely Accurate (YouTube),YouTube: Explainers & Philosophy,youtube,youtube.com,BarelyAccurate,https://www.youtube.com/feeds/videos.xml?channel_id=UCN9HzU183-m6ToxXYOpIO4Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'BarelyAccurate' (channel_id=UCN9HzU183-m6ToxXYOpIO4Q)
yt-captain-disillusion,Captain Disillusion,Captain Disillusion (YouTube),YouTube: Explainers & Philosophy,youtube,youtube.com,CaptainDisillusion,https://www.youtube.com/feeds/videos.xml?channel_id=UCEOXxzW2vU0P-0THehuIIeg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Captain Disillusion' (channel_id=UCEOXxzW2vU0P-0THehuIIeg)
