"created_at","full_text","categories","countries","operations"
"2025-06-30 14:00:03","US State Department approves possible military sale to Israel worth $510 million","military_operations","IL",""
"2025-06-29 13:00:04","The US intercepted communication between senior Iranian officials 'remarking that the attack was less devastating than they had expected', according to Washington Post report.","military_operations","IR",""
"2025-06-28 01:30:03","13 Pakistani soldiers killed in suicide attack that targeted a military convoy","military_operations;casualties_humanitarian","PK",""
"2025-06-27 21:20:02","Reports of missile launch from Yemen towards Israel","military_operations","IL;YE",""
"2025-06-27 13:40:04","Israel's defense minister says that recent strikes were 'just a preview of a new Israeli policy'","military_operations","IL",""
"2025-06-27 02:30:04","Israeli strikes on Hezbollah targets in southern Lebanon","military_operations","IL;LB",""
"2025-06-26 22:00:02","India has discussed the supply of S-400 air defense systems and upgrades to Su-30 fighter jets with Russia","military_operations","RU",""
"2025-06-26 15:10:03","Reports of possible drone strike in Tehran","military_operations","IR",""
"2025-06-25 00:30:02","Israeli military says it has set back Iran's nuclear program by 'years'","military_operations;nuclear","IL;IR",""
"2025-06-24 14:10:03","Early US intelligence report suggests that strikes on Iran's nuclear facilities set the program back by 'a few months', according to Associated Press.","military_operations;nuclear","IR",""
"2025-06-24 13:40:01","Israel intercepts two drones its says were 'most likely from Iran'","military_operations","IL;IR",""
"2025-06-24 13:10:02","US officials tell CNN they believe Iran maintains secret nuclear facilities that were not targeted in latest strikes and remain operational","military_operations;nuclear","IR;US",""
"2025-06-24 13:00:03","US strikes set back Iran's nuclear program by only a few months, according to New York Times report.","military_operations;nuclear","IR",""
"2025-06-24 12:50:02","Israel's military chief of staff says 'campaign against Iran is not over'","military_operations","IL;IR",""
"2025-06-24 04:50:02","Israel strikes radar near Tehran, concluding its retaliation against Iran.","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-24 04:30:02","Israeli official says the military will carry out a symbolic attack in Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-24 01:30:02","Israeli military chief of staff says a 'serious ceasefire violation' was committed by Iran and 'we will attack with force'","military_operations;diplomacy_negotiations","IL;IR",""
"2025-06-24 01:20:04","Qatar has summoned Iran's ambassador to condemn missile attack","military_operations","IR",""
"2025-06-24 01:00:05","Israeli defense minister says the military will 'respond forcefully to Iran's violation of the ceasefire with intense strikes against regime targets in Tehran'","military_operations;diplomacy_negotiations","IL;IR",""
"2025-06-24 00:50:03","Israeli Finance Minister says, amid Iranian missile attack after ceasefire, that 'Tehran will shake'.","military_operations;diplomacy_negotiations","IL;IR",""
"2025-06-24 00:40:02","Missile alert in northern Israel","military_operations","IL",""
"2025-06-24 00:40:02","Israeli military reports incoming Iranian missiles attack despite ceasefire","military_operations;diplomacy_negotiations","IL;IR",""
"2025-06-23 23:30:03","Netanyahu says his country achieved goal of 'removing Iranian nuclear and ballistic missile threat'","military_operations;nuclear","IL;IR",""
"2025-06-23 21:00:02","Iran launches new ballistic missile attack","military_operations","IR",""
"2025-06-23 20:40:04","Six people killed in latest Iranian ballistic missile strike, amid lack of clarity regarding ceasefire status.","military_operations;diplomacy_negotiations;casualties_humanitarian","IR",""
"2025-06-23 20:20:02","New missile warnings issued for Israel","military_operations","IL",""
"2025-06-23 20:20:02","Three people killed in latest Iranian ballistic missile strike","military_operations;casualties_humanitarian","IR",""
"2025-06-23 19:20:02","Missile alert for southern Israel","military_operations","IL",""
"2025-06-23 19:20:02","Missile alert for northern Israel","military_operations","IL",""
"2025-06-23 19:20:02","Israel identifies missile launch from Iran","military_operations","IL;IR",""
"2025-06-23 17:50:02","US military activates air defense system amid drone attack on its base in Iraq","military_operations","IQ;US",""
"2025-06-23 17:00:03","Intense Israeli strikes on Tehran amid upcoming ceasefire","military_operations;diplomacy_negotiations","IL;IR",""
"2025-06-23 16:50:03","Large blasts in Iraqi town north of Baghdad","military_operations","IQ",""
"2025-06-23 16:50:02","Massive blasts reported in Tehran","military_operations","IR",""
"2025-06-23 16:30:01","Reports of possible assassination strike in Tehran","military_operations","IR",""
"2025-06-23 16:10:02","Israeli military spokesman declines to comment on Trump's ceasefire statement, according to the New York Times.","military_operations;diplomacy_negotiations","IL",""
"2025-06-23 15:50:02","Israeli military widens Tehran evacuation orders","military_operations","IL;IR",""
"2025-06-23 15:30:02","Saudi Arabia's Crown Prince calls Emir of Qatar and condemns Iranian attack on Udeid base","military_operations","IR;SA",""
"2025-06-23 15:10:02","Massive blasts in Tehran as Israel conducts large strikes","military_operations","IL;IR",""
"2025-06-23 14:50:02","Reports of large number of Israeli fighter jets flying eastward into Iranian air space, amid evacuation orders.","military_operations","IL;IR",""
"2025-06-23 14:00:04","Israeli military evacuation orders for part of Tehran","military_operations","IL;IR",""
"2025-06-23 12:50:02","Widespread condemnation in Arab World over Iran's missile attack against US base in Qatar","military_operations","IR",""
"2025-06-23 12:40:04","Saudi Arabia says it condemns 'in the strongest terms' Iranian missile attack on US base in Qatar","military_operations","IR;SA",""
"2025-06-23 12:30:03","Iran coordinated missile attack US base in Qatar with Qatari officials and gave advanced notice in attempt to minimize casualties, according to New York Times report.","military_operations;casualties_humanitarian","IR",""
"2025-06-23 12:20:03","US officials confirm none of the ballistic missiles fired by Iran actually impacted US base in Qatar","military_operations","IR;US",""
"2025-06-23 04:20:02","Israeli military says it carried out over 100 strikes in Tehran over the past two hours","military_operations","IL;IR",""
"2025-06-23 04:00:04","Israeli military says it struck routes leading to Fordow nuclear site","military_operations;nuclear","IL;IR","Op. Midnight Hammer"
"2025-06-23 03:10:02","Israeli military has bombed the headquarters of the Basij as well as Evin prison","military_operations","IL",""
"2025-06-23 03:00:03","Israeli media reports that hundreds of members of Iranian Revolutionary Guards have been killed in strikes on Tehran","military_operations;casualties_humanitarian","IL;IR",""
"2025-06-23 03:00:02","Israel bombs a power supply system in Tehran","military_operations","IL;IR",""
"2025-06-23 02:50:08","Israeli military is bombing headquarters of Iranian Revolutionary Guards","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-23 02:50:07","Israel has bombed the road to Fordow nuclear facility","military_operations;nuclear","IL;IR","Op. Midnight Hammer"
"2025-06-23 02:00:04","Israeli military says it is striking government targets in Tehran with 'unprecedented intensity'","military_operations","IL;IR",""
"2025-06-23 01:40:02","New Iranian ballistic missile attack on Israel","military_operations","IL;IR",""
"2025-06-23 00:20:03","Iran launches new missile strike on Israel","military_operations","IL;IR",""
"2025-06-22 23:30:02","Israeli military says it struck six Iranian airbases and destroyed 15 aircraft and helicopters","military_operations","IL;IR",""
"2025-06-22 21:30:02","Germany's defense minister says US strikes have helped remove a major threat","military_operations","",""
"2025-06-22 20:50:02","North Korea condemns US strike on Iran","military_operations","IR;KP",""
"2025-06-22 19:20:03","Trump says strikes on Iran achieved their goals","military_operations","IR",""
"2025-06-22 17:30:02","Iran fired only a single ballistic missile at Israel during its latest attack","military_operations","IL;IR",""
"2025-06-22 17:20:02","Iran launches new wave of missiles at Israel","military_operations","IL;IR",""
"2025-06-22 15:20:04","Iranian state television says air defense systems shot down an Israeli Hermes 900 drone","military_operations","IL;IR",""
"2025-06-22 14:40:04","The New York Times reports that US officials have 'detected signs that Iran-backed militias are preparing to attack U.S. bases in Iraq, and possibly Syria'","military_operations","IQ;IR;SY;US",""
"2025-06-22 14:20:03","President Trump says B-2 pilots have all returned safely to the United States","military_operations","US",""
"2025-06-22 14:00:04","Pakistan's UN envoy says that Israeli attack on Iran was 'foolish' and 'without provocation'","military_operations;diplomacy_negotiations","IL;IR;PK","12-Day War (IDF)"
"2025-06-22 13:50:03","Israeli military says that 20 fighter jets have conducted intelligence-based strikes on targets inside Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-22 13:40:03","Russia's envoy to the UN says that the United States has 'opened Pandora's box' with its strikes on Iran","military_operations;diplomacy_negotiations","IR;RU;US",""
"2025-06-22 13:10:02","Axios reports that Israel's air force took out several Iranian air defense systems at the request of the Trump administration in the lead up to yesterday's strikes on nuclear facilities","military_operations;nuclear","IL;IR",""
"2025-06-22 12:30:02","The US has called for China to prevent Iran from closing the Strait of Hormuz","military_operations","CN;IR",""
"2025-06-22 12:20:12","Israeli military analysis believes Fordow sustained serious damage but has not been completely destroyed, according to New York Times report.","military_operations;nuclear","IL;IR","Op. Midnight Hammer"
"2025-06-22 05:30:05","US military named operation against Iranian nuclear sites 'Midnight Hammer'","military_operations;nuclear","IR;US","Op. Midnight Hammer"
"2025-06-22 05:20:02","US military chief of staff says all three Iranian nuclear sites sustained severe damage and destruction.","military_operations;nuclear","IR;US",""
"2025-06-22 04:40:02","Large blast in city of Bushehr, southern Iran.","military_operations;nuclear","IR",""
"2025-06-22 04:20:03","Israeli military says it is striking Iranian military sites in central Iran","military_operations","IL;IR",""
"2025-06-22 04:20:02","China condemns US strikes on Iran, says they violate UN Charter.","military_operations","CN;IR",""
"2025-06-22 04:00:04","Israeli military says it has 'other goals' in Iran and will continue its strikes 'until we attain them'","military_operations","IL;IR",""
"2025-06-22 03:30:03","The UAE calls for immediate stop to further escalation to 'avoid serious repercussions' in the region","military_operations","",""
"2025-06-22 01:20:02","Pakistan condemns US attacks on Iranian nuclear facilities","military_operations;nuclear","IR;PK",""
"2025-06-22 00:40:02","Oman criticizes US strikes on Iran nuclear facilities","military_operations;nuclear","IR",""
"2025-06-22 00:10:03","Saudi Arabia says it is monitoring the situation with 'great concern' and calls for restraint and de-escalation after US strikes on Iran","military_operations;diplomacy_negotiations","IR;SA",""
"2025-06-22 00:00:02","Iraq says US strikes on Iran are a 'grave threat' to regional peace","military_operations","IQ;IR",""
"2025-06-21 23:40:04","Iranian military chief of staff says the people 'will not surrender to any aggression'","military_operations","IR",""
"2025-06-21 23:10:03","Israeli military says it is now striking targets in Iran","military_operations","IL;IR",""
"2025-06-21 22:20:02","Iran launches another wave of missiles","military_operations","IR",""
"2025-06-21 21:50:03","Blasts heard in Tel Aviv and Haifa","military_operations","IL",""
"2025-06-21 21:50:02","Israeli media reports about 25 missiles in latest Iranian attack","military_operations","IL;IR",""
"2025-06-21 21:50:02","Impacts from Iranian ballistic missile attack","military_operations","IR",""
"2025-06-21 21:50:02","Blasts heard in Jerusalem","military_operations","",""
"2025-06-21 21:40:02","Iran launches missiles at Israel","military_operations","IL;IR",""
"2025-06-21 21:40:01","Sirens heard in Tel Aviv amid Iranian ballistic missile attack","military_operations","IL;IR",""
"2025-06-21 21:30:02","Iran's foreign minister says 'the events this morning are outrageous and will have everlasting consequences', and calls US strikes 'extremely dangerous, lawless and criminal behavior'.","military_operations","IR",""
"2025-06-21 21:20:02","Axios reports Israeli official saying it is too early to determine the exact results of US strikes on Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-21 20:50:02","B-2 bombers that struck Iran nuclear sites had flown non-stop for 37 hours straight from their base in Missouri, refuelling several times in mid-air, according to New York Times report.","military_operations;nuclear","IR","Op. Midnight Hammer"
"2025-06-21 20:30:03","Saudi Arabia's nuclear regulator says no radioactive traces have been detected in the environment of Saudi Arabia or other Gulf states following strikes on Iran's nuclear facilities","military_operations;nuclear","IR;SA",""
"2025-06-21 20:30:02","CNN reports the US used six B-2 bombers to drop 12 bunker busters on Fordow nuclear facility","military_operations;nuclear","IR","Op. Midnight Hammer"
"2025-06-21 20:30:02","Adviser to Iran's Supreme Leader calls for missile strikes on US Navy ships and closing the Strait of Hormuz","military_operations","IR;US",""
"2025-06-21 20:20:04","ABC News reports the US and Israel practiced today's attack in military exercises a year ago","military_operations","IL",""
"2025-06-21 19:40:04","Israeli media reports the military will halt strikes on Iran for the time being","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-21 19:40:04","Trump post about Iranian retaliation","military_operations","IR",""
"2025-06-21 19:10:02","Trump says 'strikes were a spectacular military success'","military_operations","",""
"2025-06-21 19:00:03","Netanyahu says US strikes will 'change history'","military_operations","IL",""
"2025-06-21 18:50:05","Iranian state television says entry and exit points of Fordow nuclear facility have been damaged in the US airstrikes","military_operations;nuclear","IR","Op. Midnight Hammer"
"2025-06-21 18:40:02","Israeli media says estimates are that US strikes caused significant damage to Iranian nuclear facilities","military_operations;nuclear","IL;IR","12-Day War (IDF)"
"2025-06-21 18:20:03","GBU-57A/B MOP - 30,000-pound (13,600 kg)-'bunker buster' bomb developed for the United States Air Force - Can penetrate about 60 m (200 ft) of earth or 18 m (59 ft) of concrete - Can be dropped only by the B-2 Spirit stealth bomber - Used in US strikes on Fordow earlier today","military_operations;nuclear","IR;US","Op. Midnight Hammer"
"2025-06-21 18:20:02","Iranian state television says, 'every American citizen or military personnel in the region is now a target'.","military_operations","IR;US",""
"2025-06-21 18:20:02","Trump and Netanyahu have spoken after bombing of Iranian nuclear facilities","military_operations;nuclear","IL;IR",""
"2025-06-21 18:10:02","CBS News reports that the US informed Iran that the strikes on nuclear facilities are all the United States was intending to do, without any plans for regime change.","military_operations;nuclear","IR;US",""
"2025-06-21 18:10:02","Fox News reports that the US dropped six bunker buster bombs on Fordow nuclear facility","military_operations;nuclear","IR","Op. Midnight Hammer"
"2025-06-21 18:00:03","Trump isn't planning additional US strikes on Iran and wants to 'propel Tehran back to negotiations', according to CNN report.","military_operations;diplomacy_negotiations","IR",""
"2025-06-21 18:00:02","Iranian official confirms Fordow nuclear site has been 'attacked by enemy airstrikes'","military_operations;nuclear","IR","Op. Midnight Hammer"
"2025-06-21 17:50:04","Israeli media reports that Trump told Netanyahu yesterday about plan for strikes on Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-21 17:40:02","Iranian state television says there are 'reports' of strikes on nuclear facilities at Fordow, Natanz and Isfahan","military_operations;nuclear","IR","Op. Midnight Hammer"
"2025-06-21 17:40:02","Israeli media says there was 'full coordination' between the US and Israel over attack on Iranian nuclear facilities","military_operations;nuclear","IL;IR","12-Day War (IDF)"
"2025-06-21 17:30:03","New York Times reports Iranian officials saying the US military carried out bombings on nuclear facilities at 2:30am local time in Iran, about one and a half hours ago.","military_operations;nuclear","IR;US",""
"2025-06-21 17:10:02","US B-2 bombers were used to carry out the strikes on Iranian nuclear sites","military_operations;nuclear","IR",""
"2025-06-21 17:00:03","Trump says US has bombed nuclear sites in Iran","military_operations;nuclear","IR",""
"2025-06-21 17:00:03","Trump post about bombing of Iranian nuclear sites","military_operations;nuclear","IR",""
"2025-06-21 17:00:02","Axios reports that the US informed Israel in advance about the attack in Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-21 16:50:02","THE US HAS COMPLETED BOMBING OF IRAN NUCLEAR SITES","military_operations;nuclear","IR",""
"2025-06-21 16:00:02","Large blasts in eastern Tehran amid ongoing Israeli strikes","military_operations","IL;IR",""
"2025-06-21 15:40:04","Large blast in Tabriz, Iran","military_operations","IR",""
"2025-06-21 15:00:03","Egypt's president holds phone call with Iranian counterpart, says he 'completely rejects ongoing Israeli escalation'.","military_operations","IL;IR",""
"2025-06-21 14:30:04","Iranian military's chief of staff says his country will 'not surrender' and Israel will 'regret' its attack","military_operations","IL;IR",""
"2025-06-21 14:10:04","Large wave of Iranian drones launched towards Israel","military_operations","IL;IR",""
"2025-06-21 13:50:02","Israeli is increasingly likely to launch a solo military operation against Iran's Fordow nuclear facility, according to Reuters reports citing four sources, as 'air superiority over much of Iran makes an operation more feasible, though still risky'.","military_operations;nuclear","IL;IR","Op. Midnight Hammer"
"2025-06-21 13:10:02","Israeli military destroyed three Iranian F-14 Tomcats","military_operations","IL;IR",""
"2025-06-21 05:30:04","Fox News reports that six US B-2 stealth bombers currently appear headed towards Guam","military_operations","",""
"2025-06-21 05:00:05","Large wave of Israeli strikes on targets in Tehran","military_operations","IL;IR",""
"2025-06-21 03:50:03","Israeli military says it shot down 40 Iranian drones overnight","military_operations","IL;IR",""
"2025-06-21 03:40:02","Three United States B-2 stealth bombers have taken off from an airbase in Missouri and are on their way to Guam","military_operations","US",""
"2025-06-21 03:40:02","Israeli military says its fighter jets operate freely in western Iran","military_operations","IL;IR",""
"2025-06-21 03:10:03","Iran's foreign minister says that US involvement in strikes on his country would be 'extremely dangerous'","military_operations","IR",""
"2025-06-21 02:50:02","Israeli media reports that the military has killed 17 Iranian nuclear scientists so far","military_operations;nuclear","IL;IR",""
"2025-06-21 00:20:02","Israeli Navy targeted Hezbollah elite forces site overnight","military_operations","IL;LB",""
"2025-06-20 23:00:03","Israeli military says it attacked nuclear facility at Isfahan, Iran.","military_operations;nuclear","IL;IR","12-Day War (IDF)"
"2025-06-20 20:20:02","Israeli military says it has killed Aminpour Joudaki, commander of an Iranian drone brigade.","military_operations;casualties_humanitarian","IL;IR",""
"2025-06-20 17:30:04","Israel starts strikes against Iranian missile storage and launching sites","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-20 16:50:02","New Iranian missile launch at Israel","military_operations","IL;IR",""
"2025-06-20 16:50:02","Loud blasts heard over Tel Aviv","military_operations","IL",""
"2025-06-20 15:10:02","BREKAING: Israel's foreign minister says his country delayed Iran's development of a nuclear weapon by at least two to three years","military_operations;nuclear","IL;IR",""
"2025-06-20 14:50:02","US Director of National Intelligence Tulsi Gabbard blames media for taking her testimony out of context, says 'America has intelligence that Iran is at the point that it can produce a nuclear weapon within weeks to months'","military_operations;nuclear","IR;US",""
"2025-06-20 14:30:02","Iranian health ministry says that around 400 people have been killed and 3000 injured in Israeli strikes so far","military_operations","IL;IR",""
"2025-06-20 06:00:02","Large impact from Iranian ballistic missile launch on Haifa, northern Israel","military_operations","IL;IR",""
"2025-06-20 06:00:02","Three impacts from latest Iranian ballistic missile attack","military_operations","IR",""
"2025-06-20 05:50:03","Iran launches new wave of missiles at Israel","military_operations","IL;IR",""
"2025-06-20 05:50:03","Reports of blasts near Tel Aviv and Jerusalem","military_operations","IL",""
"2025-06-20 04:50:02","Israeli military says it is attacking military infrastructure in western and central Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-20 02:50:02","Iranian health ministry says that a Tehran hospital was hit in Israeli missile attack this morning","military_operations","IL;IR",""
"2025-06-20 02:40:04","Israel's defense minister says he has instructed the military to intensify strikes on Iranian government targets, in an attempt to 'destabilize' the regime.","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-20 02:40:04","Israel's defense minister says his country must strike all symbols of the Iranian regime, its 'mechanisms of oppression' and the 'base of regime power', as well as bring about a 'mass evacuation of the population from Tehran, in order to destabilize the regime'.","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-20 01:40:02","Iran's foreign minister says that the country's ballistic missile program is not negotiable","military_operations","IR",""
"2025-06-20 00:10:02","Iran's foreign minister says the country is not prepared for any talks while Israeli strikes continue","military_operations","IL;IR",""
"2025-06-19 23:30:02","Israel's defense minister says Hezbollah's new chief has not learnt the lesson, warning that Israel has 'lost patience with terrorists who threaten it' and warns of eliminating the group.","military_operations","IL;LB",""
"2025-06-19 23:10:02","At least 657 dead and 2,037 injured in Israeli strikes on Iran, according to US-based Human Rights Activists News Agency.","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-19 22:40:03","Russia says reports of US possibly using tactical nuclear weapons in Iran is speculation, but would be a 'catastrophic development'.","military_operations;nuclear","IR;RU",""
"2025-06-19 22:10:02","Six people injured in latest Iranian missile attack on southern Israel","military_operations","IL;IR",""
"2025-06-19 21:00:02","Closure of train station in Beersheba in southern Israel due to Iranian missile attack","military_operations","IL;IR",""
"2025-06-19 20:10:02","New Iranian missile attack, reports of impacts in parts of Israel.","military_operations","IL;IR",""
"2025-06-19 19:50:03","Israel estimates that Iran launched over 200 drones and 450 missiles over the past eight days","military_operations","IL;IR",""
"2025-06-19 19:30:02","Netanyahu says over half of Iran's ballistic missile launchers have been destroyed","military_operations","IL;IR",""
"2025-06-19 18:00:04","Israeli media reports that the security establishment believes Iran is planning attacks on Israeli and Jewish targets inside Europe","military_operations","IL;IR",""
"2025-06-19 17:50:02","The Wall Street Journal reports that the cost of operating Israel’s missile air defense systems could reach $200 million per day.","military_operations","IL",""
"2025-06-19 17:50:02","Israeli military says it has intercepted three Iranian drones","military_operations","IL;IR",""
"2025-06-19 17:00:02","Loud blasts are being heard at the Sefidrud Industrial Park in northwest Iran, which Israel's military had issued an evacuation order for.","military_operations","IL;IR",""
"2025-06-19 16:40:04","Israeli intelligence believes that Iran can build a nuclear weapon in 15 days, according to a report from the New York Times.","military_operations;nuclear","IL;IR",""
"2025-06-19 15:30:02","CBS reports the FBI is expanding surveillance efforts to target Iranian Revolutionary Guards and Hezbollah cells operating in the US","military_operations","IR;LB",""
"2025-06-19 14:50:04","Israeli military issues evacuation orders for Sefidrud Industrial Park in northwest Iran.","military_operations","IL;IR",""
"2025-06-19 14:30:02","Strong blast in northern Tehran","military_operations","IR",""
"2025-06-19 13:30:02","Bloomberg reports that Iran is 'racing to get its oil out into the world' in attempt to maximize revenues as Israeli strikes continue","military_operations","IL;IR",""
"2025-06-19 04:10:04","Israeli official says two-thirds of Iran’s missile launchers have been struck","military_operations","IL;IR",""
"2025-06-19 03:20:02","Iranian official says the country is capable of shutting the strategic Strait of Hormuz","military_operations","IR",""
"2025-06-19 00:00:02","Israeli defense minister instructs military to increase intensity of attacks against strategic and government targets in Iran.","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-18 23:20:04","Israel's foreign minister says that Iran launched a ballistic missile at a hospital","military_operations","IL;IR",""
"2025-06-18 23:20:04","Netanyahu says 'we will exact the full price from the tyrants in Tehran' after missile hit hospital","military_operations","IL;IR",""
"2025-06-18 22:40:02","At least 32 Israelis injured in latest Iranian missile attack","military_operations","IL;IR",""
"2025-06-18 22:00:03","Reports that 3 people have been killed in latest Iranian missile attack on Tel Aviv","military_operations;casualties_humanitarian","IL;IR",""
"2025-06-18 21:50:02","Soroka Medical Center, which was hit by Iranian missile strike, is the biggest hospital in southern Israel.","military_operations","IL;IR",""
"2025-06-18 21:50:02","Damage to Soroka Medical Center, the biggest hospital in southern Israel, amid Iranian missile attack.","military_operations","IL;IR",""
"2025-06-18 21:40:02","Iranian missile impact in southern Israel, reportedly striking Soroka medical facility.","military_operations","IL;IR",""
"2025-06-18 21:40:02","Confirmation of direct Iranian missile strike to Soroka Medical Center in Beersheba, southern Israel.","military_operations","IL;IR",""
"2025-06-18 21:30:02","Multiple blasts heard in Tel Aviv","military_operations","IL",""
"2025-06-18 21:20:02","New Iranian ballistic missile attack towards Israel","military_operations","IL;IR",""
"2025-06-18 21:20:02","Israeli strike in vicinity of Arak nuclear complex.","military_operations;nuclear","IL",""
"2025-06-18 20:50:02","Hezbollah commander has been killed in an Israeli drone strike","military_operations;casualties_humanitarian","IL;LB",""
"2025-06-18 18:40:02","Israeli military issues 2-kilometer evacuation order around Arak nuclear facility in central Iran","military_operations;nuclear","IL;IR",""
"2025-06-18 18:20:02","The US is eyeing this weekend as a possibility for attack on Iran, as reported by Bloomberg.","military_operations","IR",""
"2025-06-18 17:50:02","CNN reports Trump is focused on 'avoiding wider conflict as he nears decision on US strikes in Iran'","military_operations","IR",""
"2025-06-18 17:30:02","Tehran air defense systems activated as Israeli air force conducts new attacks","military_operations","IL;IR",""
"2025-06-18 17:10:03","49% of American registered voters support Israeli strikes on Iran, 46% oppose, according to Fox News poll.","military_operations","IL;IR;US","12-Day War (IDF)"
"2025-06-18 16:40:02","Israeli media reports the latest Iranian attack was intercepted by US air defense systems","military_operations","IL;IR",""
"2025-06-18 16:20:03","Reuters reports the US military is relocating aircraft and naval assets from bases that are perceived as vulnerable to Iranian attack.","military_operations","IR;US",""
"2025-06-18 16:10:02","Sirens sound in Israel due to drone attack","military_operations","IL",""
"2025-06-18 15:10:03","Putin says that Iran has not asked for military assistance from Russia","military_operations","IR;RU",""
"2025-06-18 15:00:02","North Korea condemns Israeli strikes on Iran, accuses Israel of 'destroying global peace and security'","military_operations","IL;IR;KP","12-Day War (IDF)"
"2025-06-18 14:50:02","Iran is firing fewer missiles as Israel's air dominance is allowing it to shoot down Iranian missiles before they launch, according to Wall Street Journal report.","military_operations","IL;IR",""
"2025-06-18 14:20:05","Wall Street Journal reports Trump has approved attack plans for Iran, but is holding off on giving final order to see if Iran will abandon its nuclear program.","military_operations;nuclear","IR",""
"2025-06-18 14:10:03","Iranian launches new wave of missiles at Israel","military_operations","IL;IR",""
"2025-06-18 14:10:03","CNN reports the Israeli military says it has 'significantly degraded Iran’s ability to fire large barrages of missiles'","military_operations","IL;IR",""
"2025-06-18 13:30:03","BREARKING: Israeli military says it has conducted 20 raids on Iranian weapon production facilities","military_operations","IL;IR",""
"2025-06-18 13:20:03","Trump says he believes Iran was a 'few weeks away' from a nuclear weapon","military_operations;nuclear","IR",""
"2025-06-18 13:00:04","UK Prime Minister Starmer put his cabinet on alert for a possible US attack on Iran","military_operations","IR",""
"2025-06-18 12:50:02","President Trump says he spoke with Pakistan's military chief Asin Munir regarding Iran during their meeting at the White House","military_operations","IR;PK",""
"2025-06-18 12:40:01","President Trump says 'we are not looking for a ceasefire. We are looking for a total victory. Meaning no nuclear weapon for Iran'","military_operations;diplomacy_negotiations;nuclear","IR",""
"2025-06-18 10:30:02","CNN polling shows 83% of Republicans and 79% of Democrats are opposed to Iran obtaining nuclear weapons","military_operations;nuclear","IR",""
"2025-06-18 09:50:06","Iranian official says American entry into the war will lead Hezbollah to take action","military_operations","IR;LB;US",""
"2025-06-18 09:50:05","Sirens sound in Tel Aviv amid new Iranian missile attack","military_operations","IL;IR",""
"2025-06-18 09:50:05","Israeli media reports that Iranian missiles have all been intercepted, no further immediate threat.","military_operations","IL;IR",""
"2025-06-18 09:40:02","Iran launches new wave of ballistic missiles","military_operations","IR",""
"2025-06-18 09:20:04","Israeli opposition leader Yair Lapid says that Netanyahu 'did the right thing' by starting strikes on Iran","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-18 08:50:04","The USS Ford aircraft carrier group that is set to deploy to Europe next week will make it the third American aircraft carrier that is in the vicinity of the Middle East conflict","military_operations","US",""
"2025-06-18 08:30:02","CNN reports that the USS Ford Carrier Strike Group is set to deploy to Europe, near to the Middle East, next week.","military_operations","",""
"2025-06-18 08:10:02","Loud blasts head in central Tehran","military_operations","IR",""
"2025-06-18 04:30:09","Iran's Supreme Leader says there will be 'irreparable harm' if the US joins military action against his country","military_operations","IR",""
"2025-06-18 00:20:02","Israeli Hermes 900 drone shot down in Isfahan, Iran","military_operations","IL;IR",""
"2025-06-17 21:40:01","Israeli military says over 50 fighter jets conducted strikes on targets in Iran overnight","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-17 21:00:02","Israel says 440 Iranian missiles have been fired so far, causing a toll of 24 dead and over 1300 injuries.","military_operations","IL;IR",""
"2025-06-17 19:50:02","The Washington Post reports that without US resupplies, 'some assessments project Israel can maintain its missile defense for 10 or 12 more days', but that the 'the intensity of Iran’s barrages appear to be sharply dropping'.","military_operations","IL;IR",""
"2025-06-17 19:40:02","Israeli media reports that air defense is costing Israel $285 million per day","military_operations","IL",""
"2025-06-17 19:00:02","Israel strikes university campus linked to the Iranian Revolutionary Guards","military_operations","IL;IR","12-Day War (IDF)"
"2025-06-17 18:40:02","US Senator Ted Cruz says that Israel is doing 'an enormous favor to the United States right now' by conducting strikes on Iran","military_operations","IL;IR;US","12-Day War (IDF)"
"2025-06-17 18:40:02","Massive blasts in eastern parts of Tehran","military_operations","IR",""
"2025-06-17 18:10:01","Renewed Israeli strikes on Tehran","military_operations","IL;IR",""
"2025-06-17 18:00:04","Japan's PM Ishiba calls for preventing Iran from acquiring a nuclear weapon","military_operations;nuclear","IR",""
"2025-06-17 17:40:02","Iran says it has used a hypersonic missile in one of its attacks","military_operations","IR",""
"2025-06-17 17:30:01","President Trump is set to have lunch with Pakistan's military chief tomorrow","military_operations","PK",""
"2025-06-17 17:10:04","Iran's Revolutionary Guards says it will end the 'Israeli air defense myth'","military_operations","IL;IR",""
